skuId,skuName,category,supplier,unitCost,unitPrice,currentStock,reorderPoint,reorderQty,leadTimeDays,dailySales30dAvg,dailySales90dAvg,lastSaleDate,lastReorderDate,stockoutDaysLast90d,seasonalIndex,marginPct
SKU-009685,Furadeira TopMark unidade,TOOLS,Stock Direct,248.84,464.37,139,1,1,21,0.00,0.04,2025-09-19,2025-12-22,0,1.18,46.4
SKU-009689,Alicate TopMark kit,TOOLS,Casa & Lar Atacado,80.56,155.35,60,26,87,14,1.50,1.83,2026-03-25,2026-03-11,0,1.15,48.1
SKU-009705,Martelo Plus unidade,TOOLS,Aliança Comércio,222.03,340.01,100,55,101,10,3.98,4.16,2026-03-28,2026-03-19,0,1.19,34.7
SKU-009710,Martelo Mini unidade,TOOLS,PrimeFood Distribuidora,85.12,107.71,199,480,617,21,16.17,15.78,2026-03-31,2025-11-27,1,0.92,21.0
SKU-009776,Chave de fenda PrimaCare kit,TOOLS,PrimeFood Distribuidora,111.94,219.60,5,96,337,7,15.45,10.83,2026-03-26,2025-11-04,0,1.08,49.0
SKU-009793,Furadeira Master kit,TOOLS,Stock Direct,154.53,214.94,253,150,290,10,13.64,13.17,2026-03-28,2026-02-02,0,0.84,28.1
SKU-009806,Chave de fenda Aurora unidade,TOOLS,Indústria Reunidas,199.36,350.35,59,26,120,7,3.06,3.00,2026-03-30,2025-11-18,0,1.05,43.1
SKU-009813,Alicate Premium kit,TOOLS,Stock Direct,270.15,349.08,361,315,725,14,15.82,15.17,2026-03-24,2025-11-07,0,0.90,22.6
SKU-009814,Alicate Silver unidade,TOOLS,Distribuidora Central,168.54,427.73,96,83,305,10,7.12,7.95,2026-03-26,2026-01-31,0,0.78,60.6
SKU-009845,Chave de fenda Master unidade,TOOLS,PrimeFood Distribuidora,235.20,402.64,146,99,176,10,8.40,6.55,2026-03-24,2025-10-02,0,1.07,41.6
SKU-009868,Alicate Aurora unidade,TOOLS,Ponto Forte Atacadista,146.33,206.09,150,58,386,7,7.30,6.72,2026-03-27,2026-01-08,0,0.83,29.0
SKU-009875,Furadeira Natural unidade,TOOLS,Casa & Lar Atacado,86.15,142.88,136,1,1,14,0.00,0.17,2025-11-30,2025-10-06,0,1.13,39.7
SKU-009889,Chave de fenda PrimaCare unidade,TOOLS,GlobalSupply,250.75,506.27,21,20,98,10,1.76,2.17,2026-03-28,2025-10-11,0,1.08,50.5
SKU-009935,Martelo Mini unidade,TOOLS,MaxiSuprimentos,211.65,282.25,22,21,102,10,1.75,1.67,2026-03-25,2026-01-23,0,0.94,25.0
SKU-009937,Alicate Gold unidade,TOOLS,Indústria Reunidas,176.77,347.43,198,119,565,10,9.68,11.60,2026-03-30,2026-02-25,0,1.24,49.1
SKU-009940,Alicate Sul unidade,TOOLS,TopParts Brasil,201.13,326.12,34,27,69,7,3.00,2.42,2026-03-28,2025-10-29,0,1.18,38.3
SKU-009948,Alicate Eco kit,TOOLS,MaxiSuprimentos,55.66,139.61,23,13,73,5,1.83,2.30,2026-03-30,2025-10-26,0,0.81,60.1
SKU-009960,Martelo Fresh unidade,TOOLS,Distribuidora Central,40.48,53.57,43,121,1151,5,20.02,19.02,2026-03-29,2025-10-13,0,0.92,24.4
SKU-009978,Furadeira Pro kit,TOOLS,TopParts Brasil,173.03,217.85,32,21,80,10,1.56,1.66,2026-03-24,2025-12-29,0,0.89,20.6
SKU-010000,Martelo Original kit,TOOLS,TopParts Brasil,89.42,127.27,1727,1138,1328,21,37.06,31.55,2026-03-24,2025-12-29,1,0.88,29.7
SKU-010010,Martelo Original unidade,TOOLS,GlobalSupply,101.35,232.61,90,89,196,7,9.30,9.71,2026-03-30,2026-02-03,0,0.80,56.4
SKU-010019,Chave de fenda Nordeste kit,TOOLS,GlobalSupply,143.37,175.20,75,34,83,7,3.84,3.78,2026-03-27,2025-12-31,0,1.01,18.2
SKU-010023,Alicate TopMark unidade,TOOLS,Comercial Vitória,121.97,181.88,43,97,532,7,9.27,4.98,2026-03-25,2025-10-27,0,1.30,32.9
SKU-010032,Chave de fenda Aurora unidade,TOOLS,TopParts Brasil,237.22,450.33,46,19,30,14,1.12,1.02,2026-03-26,2026-01-27,0,0.91,47.3
SKU-010037,Chave de fenda Pro unidade,TOOLS,Ponto Forte Atacadista,251.37,659.33,611,345,576,21,12.56,14.45,2026-03-30,2026-01-07,0,1.23,61.9
SKU-010059,Furadeira Silver unidade,TOOLS,Distribuidora Central,32.78,43.24,10,7,49,7,0.91,1.09,2026-03-25,2025-10-03,0,0.98,24.2
SKU-010097,Martelo Sul unidade,TOOLS,Stock Direct,92.71,113.87,102,878,1025,21,32.40,27.18,2026-03-31,2025-12-20,0,1.12,18.6
SKU-010098,Furadeira Natural kit,TOOLS,Casa & Lar Atacado,88.25,248.69,7,13,102,3,3.73,2.01,2026-03-28,2025-12-27,0,1.84,64.5
SKU-010180,Chave de fenda Sul unidade,TOOLS,TopParts Brasil,178.08,247.79,143,72,72,30,1.93,1.77,2026-03-25,2025-10-06,0,0.95,28.1
SKU-010181,Chave de fenda Maxi kit,TOOLS,PrimeFood Distribuidora,95.88,136.57,50,49,73,14,2.38,2.62,2026-03-25,2025-12-06,5,1.07,29.8
SKU-010236,Furadeira Vita unidade,TOOLS,Ponto Forte Atacadista,105.73,134.17,242,122,595,10,10.25,8.91,2026-03-30,2025-10-16,0,1.06,21.2
SKU-010237,Martelo Gold kit,TOOLS,TopParts Brasil,184.65,491.12,187,76,516,5,12.51,10.21,2026-03-30,2025-10-13,0,0.97,62.4
SKU-010277,Martelo Maxi unidade,TOOLS,GlobalSupply,182.66,467.03,50,43,175,5,5.91,6.11,2026-03-28,2025-12-12,0,0.72,60.9
SKU-010283,Furadeira Vita unidade,TOOLS,PrimeFood Distribuidora,57.95,102.48,79,78,368,7,7.65,7.99,2026-03-29,2026-01-28,2,0.76,43.5
SKU-010295,Alicate Mini kit,TOOLS,Casa & Lar Atacado,298.63,470.34,1071,928,928,21,31.77,29.35,2026-03-29,2026-02-12,0,1.09,36.5
SKU-010305,Chave de fenda Fresh unidade,TOOLS,GlobalSupply,61.74,122.12,15,8,31,10,0.76,1.00,2026-03-26,2026-01-03,0,1.02,49.4
SKU-010311,Martelo Pro kit,TOOLS,Casa & Lar Atacado,173.76,269.96,37,21,90,10,1.56,1.43,2026-03-27,2026-01-16,0,0.71,35.6
SKU-010324,Chave de fenda Premium unidade,TOOLS,Ponto Forte Atacadista,35.40,52.68,151,98,459,7,10.67,10.50,2026-03-26,2025-10-20,0,1.22,32.8
SKU-010326,Furadeira Original kit,TOOLS,Ponto Forte Atacadista,282.96,439.82,38,15,38,14,0.96,1.32,2026-03-25,2026-01-31,1,1.23,35.7
SKU-010334,Alicate Silver kit,TOOLS,MaxiSuprimentos,258.29,348.39,29,28,59,21,1.08,1.21,2026-03-29,2025-10-09,1,0.88,25.9
SKU-010346,Chave de fenda PrimaCare kit,TOOLS,VivaMais Distribuição,185.38,236.65,137,95,524,7,10.64,9.03,2026-03-29,2025-11-01,0,1.07,21.7
SKU-010354,Martelo Mini unidade,TOOLS,TopParts Brasil,20.94,42.57,32,13,119,5,2.32,1.96,2026-03-29,2026-02-13,1,1.19,50.8
SKU-010364,Martelo Plus unidade,TOOLS,Aliança Comércio,184.50,324.08,113,112,379,7,11.71,10.16,2026-03-30,2025-10-09,1,0.79,43.1
SKU-010375,Martelo Master kit,TOOLS,Comercial Vitória,237.41,496.53,33,22,48,10,1.92,1.86,2026-03-30,2025-11-19,0,1.18,52.2
SKU-010378,Martelo Sul unidade,TOOLS,Stock Direct,67.52,100.26,272,166,194,21,6.46,7.59,2026-03-29,2025-12-20,0,0.74,32.7
SKU-010411,Furadeira Vivace unidade,TOOLS,VivaMais Distribuição,237.13,467.59,124,123,623,7,12.70,9.91,2026-03-24,2025-12-15,1,0.76,49.3
SKU-010412,Alicate Pro kit,TOOLS,MaxiSuprimentos,71.54,156.12,72,27,91,10,2.44,2.94,2026-03-24,2026-03-05,0,1.09,54.2
SKU-010418,Furadeira Sul unidade,TOOLS,MaxiSuprimentos,257.17,352.06,184,1,1,21,0.00,0.27,2025-09-26,,1,0.77,27.0
SKU-010428,Alicate Premium unidade,TOOLS,Atacadão Nordeste,191.61,243.62,27,26,103,10,1.82,2.57,2026-03-28,2026-01-31,0,1.03,21.3
SKU-010444,Furadeira Sul kit,TOOLS,MaxiSuprimentos,84.27,151.00,11,6,41,5,0.91,1.17,2026-03-27,2026-03-10,0,0.84,44.2
SKU-010486,Martelo Nordeste unidade,TOOLS,PrimeFood Distribuidora,218.64,605.45,463,336,336,30,7.48,8.23,2026-03-29,2025-10-04,0,1.24,63.9
SKU-010498,Alicate PrimaCare kit,TOOLS,Ponto Forte Atacadista,69.61,160.03,119,65,109,21,2.33,2.50,2026-03-25,2025-10-25,0,1.02,56.5
SKU-010518,Alicate Master kit,TOOLS,VivaMais Distribuição,172.56,477.38,26,11,54,7,1.39,1.10,2026-03-29,2026-02-07,0,1.13,63.9
SKU-010523,Chave de fenda Silver unidade,TOOLS,Stock Direct,78.51,130.47,145,144,393,14,8.53,6.98,2026-03-28,2026-01-08,0,1.09,39.8
SKU-010533,Furadeira Original unidade,TOOLS,Indústria Reunidas,234.37,391.17,82,81,326,7,9.02,9.72,2026-03-28,2025-10-28,0,0.91,40.1
SKU-010535,Martelo PrimaCare kit,TOOLS,GlobalSupply,101.48,154.43,23,18,25,10,1.25,1.02,2026-03-25,2026-02-23,0,1.10,34.3
SKU-010536,Alicate Fresh unidade,TOOLS,Distribuidora Central,141.25,263.72,56,55,156,14,2.86,3.14,2026-03-28,2025-10-10,5,1.23,46.4
SKU-010553,Martelo Master kit,TOOLS,Comercial Vitória,185.16,320.35,87,86,518,5,12.11,11.72,2026-03-31,2026-03-08,0,0.89,42.2
SKU-010557,Martelo Master unidade,TOOLS,VivaMais Distribuição,145.32,383.48,46,18,29,21,0.75,0.74,2026-03-28,2026-01-30,0,0.92,62.1
SKU-010582,Martelo Gold unidade,TOOLS,Aliança Comércio,130.33,212.45,74,191,556,10,15.23,16.78,2026-03-26,2025-12-14,9,1.09,38.7
SKU-010599,Chave de fenda Premium kit,TOOLS,MaxiSuprimentos,96.96,158.70,219,674,1770,21,40.35,28.46,2026-03-25,2026-01-06,0,0.97,38.9
SKU-010619,Martelo Vita kit,TOOLS,GlobalSupply,253.08,469.03,246,189,237,14,9.25,11.49,2026-03-26,2026-02-25,0,0.99,46.0
SKU-010631,Alicate Aurora kit,TOOLS,PrimeFood Distribuidora,22.86,60.55,117,116,431,7,12.88,10.19,2026-03-31,2025-10-28,0,0.77,62.2
SKU-010636,Furadeira Plus kit,TOOLS,Stock Direct,252.05,323.04,449,214,440,21,8.73,6.96,2026-03-26,2026-02-02,0,1.13,22.0
SKU-010645,Furadeira TopMark unidade,TOOLS,Aliança Comércio,45.72,74.30,12,5,20,5,0.88,0.96,2026-03-29,2025-11-28,0,1.17,38.5
SKU-010659,Chave de fenda Vita kit,TOOLS,VivaMais Distribuição,293.65,730.61,368,336,347,21,10.73,6.67,2026-03-26,2025-11-19,0,1.64,59.8
SKU-010683,Chave de fenda Gold kit,TOOLS,VivaMais Distribuição,99.48,141.36,103,95,152,21,3.51,3.53,2026-03-25,2025-11-22,1,0.84,29.6
SKU-010687,Furadeira Mini kit,TOOLS,GlobalSupply,136.43,191.64,22,8,44,10,0.76,0.99,2026-03-31,2026-01-11,0,1.03,28.8
SKU-010693,Furadeira Sul unidade,TOOLS,Distribuidora Central,68.95,133.16,269,181,417,14,8.91,5.28,2026-03-26,2025-10-17,1,1.42,48.2
SKU-010706,Alicate Pro unidade,TOOLS,GlobalSupply,25.55,56.95,787,201,1877,7,41.44,25.71,2026-03-30,2026-03-17,5,0.99,55.1
SKU-010709,Alicate Maxi unidade,TOOLS,VivaMais Distribuição,119.07,197.91,17,11,47,10,0.93,0.85,2026-03-25,2026-01-27,0,0.92,39.8
SKU-010718,Chave de fenda Nordeste kit,TOOLS,TopParts Brasil,202.77,251.89,12,7,31,7,0.80,0.62,2026-03-25,2025-11-27,1,1.22,19.5
SKU-010719,Furadeira Vivace kit,TOOLS,Atacadão Nordeste,84.76,220.10,173,111,692,7,11.61,9.46,2026-03-25,2026-02-01,1,0.87,61.5
SKU-010742,Martelo Gold kit,TOOLS,Atacadão Nordeste,89.60,144.99,273,229,427,14,14.48,5.20,2026-03-31,2025-12-24,0,1.30,38.2
SKU-010752,Alicate TopMark unidade,TOOLS,GlobalSupply,70.30,149.48,86,644,1879,14,59.66,33.69,2026-03-29,2025-11-17,0,0.87,53.0
SKU-010784,Alicate Vita kit,TOOLS,Atacadão Nordeste,180.85,456.96,83,38,82,14,2.30,1.86,2026-03-28,2025-11-16,0,0.80,60.4
SKU-010792,Martelo Gold kit,TOOLS,TopParts Brasil,210.35,257.42,28,27,130,10,2.19,2.62,2026-03-27,2025-10-22,0,1.23,18.3
SKU-010796,Furadeira Natural unidade,TOOLS,Aliança Comércio,130.67,277.55,163,132,454,10,8.90,10.63,2026-03-30,2025-11-08,0,1.13,52.9
SKU-010798,Furadeira Fresh unidade,TOOLS,VivaMais Distribuição,191.77,528.69,27,1,1,7,0.00,0.12,2025-11-11,,0,0.91,63.7
SKU-010829,Martelo Maxi kit,TOOLS,GlobalSupply,23.68,34.14,94,45,47,30,1.18,1.34,2026-03-28,2026-01-06,0,1.15,30.6
SKU-010855,Furadeira Master unidade,TOOLS,Stock Direct,195.43,364.19,220,94,598,7,12.17,4.81,2026-03-29,2026-01-16,4,1.69,46.3
SKU-010863,Alicate Gold unidade,TOOLS,Atacadão Nordeste,201.67,293.98,55,46,553,3,11.33,10.25,2026-03-30,2026-02-06,0,1.08,31.4
SKU-010867,Chave de fenda Fresh unidade,TOOLS,Comercial Vitória,106.53,132.60,12,5,22,10,0.45,0.55,2026-03-27,2026-02-11,0,0.92,19.7
SKU-010884,Furadeira Sul kit,TOOLS,GlobalSupply,35.89,59.02,36,34,110,14,2.07,2.38,2026-03-29,2026-03-08,0,1.08,39.2
SKU-010885,Martelo Mini unidade,TOOLS,Aliança Comércio,232.30,451.22,88,54,150,10,3.83,3.86,2026-03-31,2025-10-30,0,1.09,48.5
SKU-010898,Chave de fenda Plus kit,TOOLS,PrimeFood Distribuidora,159.75,346.65,40,103,456,7,10.14,3.50,2026-03-25,2025-12-31,0,1.88,53.9
SKU-010937,Alicate TopMark unidade,TOOLS,Distribuidora Central,117.60,181.81,15,10,45,10,0.85,1.03,2026-03-25,2025-10-23,0,1.25,35.3
SKU-010954,Alicate Fresh unidade,TOOLS,MaxiSuprimentos,91.52,241.90,40,20,129,5,2.88,2.80,2026-03-27,2026-03-01,0,1.23,62.2
SKU-010989,Martelo Eco kit,TOOLS,Stock Direct,246.56,372.55,11,10,18,10,0.78,0.90,2026-03-29,2026-03-10,0,0.94,33.8
SKU-011031,Furadeira Nordeste kit,TOOLS,Stock Direct,288.64,526.35,126,79,605,5,10.78,9.76,2026-03-26,2026-02-27,0,1.04,45.2
SKU-011035,Chave de fenda Nordeste kit,TOOLS,Comercial Vitória,45.17,59.98,149,148,174,14,8.31,4.47,2026-03-26,2026-02-15,5,1.57,24.7
SKU-011037,Furadeira Sul unidade,TOOLS,PrimeFood Distribuidora,247.13,311.39,26,93,407,7,10.44,5.32,2026-03-25,2026-01-26,0,1.90,20.6
SKU-011040,Chave de fenda Plus unidade,TOOLS,Comercial Vitória,207.85,362.42,324,150,706,10,12.79,10.90,2026-03-27,2026-03-22,0,0.71,42.6
SKU-011064,Alicate Nordeste unidade,TOOLS,Atacadão Nordeste,288.96,490.57,485,351,383,14,16.80,7.16,2026-03-27,2026-03-08,0,1.82,41.1
SKU-011068,Martelo Mini kit,TOOLS,Aliança Comércio,81.68,140.85,75,60,80,21,2.22,2.12,2026-03-28,2025-10-28,0,1.15,42.0
SKU-011078,Furadeira Nordeste unidade,TOOLS,PrimeFood Distribuidora,279.26,434.70,67,1,1,7,0.00,0.25,2026-02-05,2026-01-24,0,0.90,35.8
SKU-011080,Chave de fenda TopMark kit,TOOLS,TopParts Brasil,112.49,140.86,10,6,14,7,0.74,0.63,2026-03-28,2026-03-21,0,0.89,20.1
SKU-011082,Furadeira Master unidade,TOOLS,Comercial Vitória,121.45,169.60,22,12,29,7,1.44,1.12,2026-03-27,2026-02-01,0,1.25,28.4
SKU-011094,Alicate PrimaCare unidade,TOOLS,Ponto Forte Atacadista,248.88,655.69,118,99,303,14,5.55,5.66,2026-03-26,2025-10-15,0,1.17,62.0
SKU-011109,Alicate TopMark kit,TOOLS,Atacadão Nordeste,48.87,61.33,67,1,1,7,0.00,0.24,2026-02-21,2026-03-01,0,0.76,20.3
SKU-011121,Alicate Aurora kit,TOOLS,TopParts Brasil,53.05,150.63,127,73,601,5,10.50,10.67,2026-03-27,2026-03-02,0,1.01,64.8
SKU-011129,Chave de fenda Natural unidade,TOOLS,Comercial Vitória,74.97,113.34,34,22,88,10,1.70,1.82,2026-03-30,2026-01-21,0,1.03,33.9
SKU-011147,Furadeira Mini unidade,TOOLS,Stock Direct,71.82,88.45,59,274,710,10,22.23,22.49,2026-03-29,2025-10-02,0,1.20,18.8
SKU-011180,Furadeira Natural unidade,TOOLS,Aliança Comércio,187.33,339.76,431,289,409,21,10.07,9.25,2026-03-27,2025-10-30,0,0.81,44.9
SKU-011186,Martelo Eco kit,TOOLS,GlobalSupply,255.22,384.48,36,33,60,10,2.45,1.90,2026-03-27,2025-11-15,0,0.73,33.6
SKU-011201,Alicate Natural kit,TOOLS,Atacadão Nordeste,158.23,300.81,155,70,120,14,4.35,4.63,2026-03-29,2026-03-06,1,1.00,47.4
SKU-011222,Furadeira Plus unidade,TOOLS,Stock Direct,278.04,457.11,37,36,497,3,9.45,9.13,2026-03-31,2025-12-19,0,0.97,39.2
SKU-011225,Furadeira Pro unidade,TOOLS,Casa & Lar Atacado,78.73,136.03,121,60,88,21,2.31,2.45,2026-03-29,2025-12-25,0,1.12,42.1
SKU-011230,Martelo Mini kit,TOOLS,Atacadão Nordeste,106.13,246.86,10,6,19,7,0.74,0.89,2026-03-30,2026-03-13,0,1.10,57.0
SKU-011243,Alicate Nordeste kit,TOOLS,Stock Direct,87.21,140.15,109,54,83,21,1.97,1.66,2026-03-30,2025-11-18,0,1.05,37.8
SKU-011249,Alicate Mini unidade,TOOLS,TopParts Brasil,75.64,148.16,22,21,35,21,0.74,0.75,2026-03-27,2025-12-06,0,0.79,48.9
SKU-011258,Chave de fenda Vita unidade,TOOLS,Comercial Vitória,290.11,400.35,109,190,1392,7,23.89,27.90,2026-03-30,2025-12-06,8,1.10,27.5
SKU-011261,Chave de fenda Original unidade,TOOLS,Casa & Lar Atacado,233.25,319.83,92,1,1,5,0.00,0.05,2025-11-10,2025-12-26,0,1.10,27.1
SKU-011273,Martelo Aurora kit,TOOLS,TopParts Brasil,112.44,239.43,47,24,44,10,1.82,1.44,2026-03-25,2026-02-25,5,0.98,53.0
SKU-011274,Chave de fenda Sul unidade,TOOLS,MaxiSuprimentos,78.97,102.36,65,1,1,7,0.00,0.24,2025-12-07,,0,0.78,22.9
SKU-011312,Chave de fenda Master unidade,TOOLS,Atacadão Nordeste,53.90,146.95,32,21,36,10,1.58,2.00,2026-03-25,2025-10-20,0,1.16,63.3
SKU-011315,Alicate Maxi unidade,TOOLS,VivaMais Distribuição,131.41,255.40,56,55,55,30,1.30,1.67,2026-03-27,2026-01-03,0,0.87,48.5
SKU-011335,Alicate Fresh unidade,TOOLS,Aliança Comércio,71.19,105.53,436,810,1878,21,31.43,26.71,2026-03-27,2025-10-11,1,0.76,32.5
SKU-011343,Alicate Sul kit,TOOLS,TopParts Brasil,31.01,82.02,16,7,44,5,1.19,1.50,2026-03-31,2025-10-16,0,1.07,62.2
SKU-011357,Martelo Maxi kit,TOOLS,PrimeFood Distribuidora,272.09,702.50,20,19,85,5,2.71,2.16,2026-03-24,2025-10-24,0,0.96,61.3
SKU-011362,Furadeira Fresh unidade,TOOLS,VivaMais Distribuição,98.79,120.63,45,23,41,14,1.22,1.26,2026-03-30,2026-01-19,0,0.87,18.1
SKU-011370,Alicate PrimaCare kit,TOOLS,Atacadão Nordeste,275.21,597.98,57,27,152,7,3.17,3.27,2026-03-24,2025-11-06,0,0.93,54.0
SKU-011383,Furadeira TopMark unidade,TOOLS,Aliança Comércio,95.92,128.24,91,47,96,21,2.02,2.32,2026-03-28,2026-01-15,0,1.14,25.2
SKU-011389,Alicate Maxi unidade,TOOLS,MaxiSuprimentos,27.90,42.95,219,469,515,21,17.78,16.98,2026-03-29,2026-01-09,0,0.87,35.0
SKU-011399,Alicate Nordeste kit,TOOLS,PrimeFood Distribuidora,44.34,58.62,20,12,33,14,0.68,0.95,2026-03-24,2026-02-08,0,0.72,24.4
SKU-011424,Chave de fenda Plus unidade,TOOLS,Stock Direct,60.21,130.51,16,7,29,7,0.85,1.17,2026-03-26,2025-10-12,0,1.02,53.9
SKU-011428,Furadeira PrimaCare unidade,TOOLS,PrimeFood Distribuidora,202.53,275.74,595,420,1588,10,31.19,32.08,2026-03-26,2025-10-17,0,1.03,26.6
SKU-011446,Alicate Master unidade,TOOLS,PrimeFood Distribuidora,234.98,321.73,161,151,997,7,19.21,21.93,2026-03-30,2026-01-24,6,1.17,27.0
SKU-011452,Chave de fenda Sul unidade,TOOLS,Ponto Forte Atacadista,231.13,300.99,71,67,429,7,8.09,9.16,2026-03-25,2026-03-06,0,1.19,23.2
SKU-011455,Martelo Premium kit,TOOLS,Distribuidora Central,175.28,305.39,24,17,62,5,2.67,2.85,2026-03-28,2025-11-18,2,0.90,42.6
SKU-011461,Alicate Gold kit,TOOLS,Indústria Reunidas,28.35,37.39,109,57,299,7,5.96,6.92,2026-03-30,2025-12-23,0,0.93,24.2
SKU-011464,Alicate Pro unidade,TOOLS,Comercial Vitória,296.42,648.58,8,7,36,5,1.14,1.62,2026-03-28,2025-12-27,0,1.11,54.3
SKU-011471,Chave de fenda Master kit,TOOLS,Ponto Forte Atacadista,63.41,169.35,118,1,1,5,0.00,0.21,2025-11-22,,0,1.16,62.6
SKU-011539,Chave de fenda Vivace unidade,TOOLS,Stock Direct,241.38,320.63,16,13,97,5,2.25,2.40,2026-03-28,2026-01-16,0,0.89,24.7
SKU-011559,Alicate Premium unidade,TOOLS,Distribuidora Central,20.66,28.18,48,40,77,10,3.08,2.45,2026-03-31,2025-12-24,0,1.12,26.7
SKU-011571,Alicate Pro unidade,TOOLS,Distribuidora Central,126.67,279.55,185,81,439,7,9.20,7.62,2026-03-28,2026-01-11,0,0.78,54.7
SKU-011594,Chave de fenda Maxi kit,TOOLS,TopParts Brasil,31.35,68.56,43,42,236,7,4.78,5.15,2026-03-24,2025-11-22,0,1.14,54.3
SKU-011636,Furadeira Fresh kit,TOOLS,Atacadão Nordeste,129.99,236.64,12,11,44,5,1.83,1.80,2026-03-24,2026-02-21,0,0.79,45.1
SKU-011671,Martelo Maxi kit,TOOLS,Casa & Lar Atacado,247.78,564.64,426,228,361,14,12.29,11.24,2026-03-26,2026-01-15,0,1.07,56.1
SKU-011677,Furadeira Premium kit,TOOLS,Comercial Vitória,131.32,304.73,117,73,167,7,8.10,6.35,2026-03-27,2025-10-04,0,0.94,56.9
SKU-011690,Furadeira Fresh kit,TOOLS,Stock Direct,69.73,88.69,524,291,291,30,6.99,8.37,2026-03-31,2025-11-23,1,1.01,21.4
SKU-011708,Alicate Fresh unidade,TOOLS,Casa & Lar Atacado,219.41,484.97,47,41,126,14,2.61,2.01,2026-03-30,2025-10-13,0,0.75,54.8
SKU-011732,Martelo Fresh unidade,TOOLS,MaxiSuprimentos,70.28,138.94,67,36,83,14,1.83,1.69,2026-03-29,2026-01-07,5,1.05,49.4
SKU-011740,Alicate Aurora kit,TOOLS,Distribuidora Central,90.41,241.24,250,249,786,10,16.90,15.91,2026-03-24,2025-12-30,0,1.14,62.5
SKU-011749,Alicate PrimaCare unidade,TOOLS,PrimeFood Distribuidora,251.60,378.55,95,43,271,7,4.65,3.66,2026-03-31,2025-10-07,0,1.02,33.5
SKU-011779,Chave de fenda Aurora unidade,TOOLS,Distribuidora Central,85.39,122.58,1300,692,1438,14,34.02,34.90,2026-03-24,2025-11-14,1,1.11,30.3
SKU-011830,Martelo Nordeste unidade,TOOLS,Aliança Comércio,105.49,138.14,381,188,886,10,16.42,7.11,2026-03-25,2026-03-04,0,1.54,23.6
SKU-011836,Alicate TopMark kit,TOOLS,TopParts Brasil,265.98,477.16,482,256,630,14,13.25,10.55,2026-03-28,2025-12-27,2,0.80,44.3
SKU-011857,Furadeira Plus unidade,TOOLS,Casa & Lar Atacado,169.00,417.88,91,58,137,10,4.98,5.85,2026-03-29,2025-11-04,1,0.92,59.6
SKU-011866,Furadeira Maxi unidade,TOOLS,Atacadão Nordeste,53.78,85.30,58,38,102,14,2.06,2.81,2026-03-30,2026-02-04,1,1.05,36.9
SKU-011928,Alicate Mini kit,TOOLS,GlobalSupply,214.38,531.00,317,263,671,21,11.24,10.38,2026-03-28,2026-02-24,0,1.06,59.6
SKU-011965,Martelo Nordeste kit,TOOLS,TopParts Brasil,279.85,353.95,72,49,49,30,1.40,1.54,2026-03-28,2025-11-02,0,1.12,20.9
SKU-011967,Furadeira Sul unidade,TOOLS,Comercial Vitória,139.51,201.34,157,156,503,10,12.23,9.56,2026-03-26,2025-12-19,0,0.89,30.7
SKU-012019,Alicate Fresh kit,TOOLS,Aliança Comércio,273.49,337.92,198,80,147,21,3.18,2.86,2026-03-28,2025-12-10,0,0.98,19.1
SKU-012025,Alicate Mini kit,TOOLS,Casa & Lar Atacado,220.72,434.94,75,57,336,5,9.16,7.99,2026-03-27,2026-02-03,0,1.16,49.3
SKU-012028,Chave de fenda Fresh kit,TOOLS,GlobalSupply,293.37,804.46,39,1,1,5,0.00,0.27,2025-09-01,2026-01-05,0,1.19,63.5
SKU-012041,Furadeira Pro unidade,TOOLS,Indústria Reunidas,102.57,158.96,149,80,445,7,7.80,6.83,2026-03-28,2026-01-14,0,0.82,35.5
SKU-012043,Alicate Vita unidade,TOOLS,Ponto Forte Atacadista,79.07,105.78,85,1,1,14,0.00,0.27,2026-02-21,,0,0.86,25.2
SKU-012048,Chave de fenda Sul kit,TOOLS,MaxiSuprimentos,98.83,132.58,54,25,55,10,2.23,2.92,2026-03-30,2026-03-14,0,1.10,25.5
SKU-012057,Martelo Vita unidade,TOOLS,Comercial Vitória,164.44,215.18,51,24,219,3,6.28,2.34,2026-03-29,2026-01-31,0,1.52,23.6
SKU-012061,Martelo Silver kit,TOOLS,VivaMais Distribuição,117.91,170.27,450,335,991,14,16.76,5.70,2026-03-24,2026-02-10,0,1.50,30.8
SKU-012073,Martelo Mini kit,TOOLS,PrimeFood Distribuidora,22.24,46.71,29,11,64,7,1.46,1.37,2026-03-25,2025-11-25,0,1.14,52.4
SKU-012075,Furadeira Premium kit,TOOLS,Comercial Vitória,247.51,607.98,31,14,43,14,0.77,0.79,2026-03-28,2025-11-17,0,1.25,59.3
SKU-012083,Chave de fenda Vivace kit,TOOLS,Casa & Lar Atacado,220.02,511.19,29,21,95,10,1.64,2.20,2026-03-27,2025-11-28,0,0.79,57.0
SKU-012097,Furadeira PrimaCare unidade,TOOLS,PrimeFood Distribuidora,62.72,104.70,30,18,46,10,1.32,1.29,2026-03-28,2025-12-19,0,1.11,40.1
SKU-012103,Furadeira Master unidade,TOOLS,TopParts Brasil,179.32,423.25,14,8,56,5,1.27,0.99,2026-03-24,2025-10-19,0,1.23,57.6
SKU-012108,Martelo Silver unidade,TOOLS,VivaMais Distribuição,55.49,70.65,118,117,432,7,11.19,9.57,2026-03-30,2026-03-06,0,0.75,21.5
